time;Unnamed
0.00000;0
0.50209;1
0.80288;0
1.30459;1
1.60537;0
2.10605;1
2.40700;0
2.90798;1
3.20932;0
3.71027;1
4.01187;0
4.51422;1
4.81580;0
5.31668;1
5.61858;0
6.11969;1
6.42066;0
6.92174;1
7.22322;0
7.72485;1
8.02600;0
