time;Unnamed
0.00000;0
0.50147;1
0.80247;0
1.30363;1
1.60495;0
2.10634;1
2.40781;0
2.90893;1
3.21056;0
3.71168;1
4.01314;0
4.51454;1
4.81566;0
5.31771;1
5.61907;0
6.12012;1
6.42178;0
6.92248;1
7.22326;0
7.72363;1
8.02373;0
