time;Model Root/CTRL_VEH/DriverRequest [%]/Value;Model Root/STATUS_BAT/StateOfCharge [%]/Value;currentTime
22.390000;50.00;69.95;2237.16
22.400000;50.00;69.95;2238.23
22.410000;50.00;69.95;2239.90
22.420000;50.00;69.95;2240.43
22.430000;50.00;69.95;2241.28
22.440000;50.00;69.95;2243.00
22.450000;50.00;69.95;2243.40
22.460000;50.00;69.95;2244.49
22.470000;50.00;69.94;2245.46
22.480000;50.00;69.94;2246.96
22.490000;50.00;69.94;2247.45
22.500000;50.00;69.94;2248.30
22.510000;50.00;69.94;2249.97
22.520000;50.00;69.94;2250.41
22.530000;50.00;69.94;2251.55
22.540000;50.00;69.94;2252.35
22.550000;50.00;69.94;2253.70
22.560000;50.00;69.94;2254.94
22.570000;50.00;69.94;2255.79
22.580000;50.00;69.94;2256.89
22.590000;50.00;69.94;2257.70
22.600000;50.00;69.94;2258.38
22.610000;50.00;69.94;2259.64
22.620000;50.00;69.94;2260.85
22.630000;50.00;69.94;2261.52
22.640000;50.00;69.94;2262.41
22.650000;50.00;69.94;2263.47
22.660000;50.00;69.94;2264.62
22.670000;50.00;69.94;2265.83
22.680000;50.00;69.94;2266.44
22.690000;50.00;69.94;2267.51
22.700000;50.00;69.94;2269.06
22.710000;50.00;69.94;2269.22
22.720000;50.00;69.94;2270.31
22.730000;50.00;69.94;2271.49
22.740000;50.00;69.94;2272.19
22.750000;50.00;69.94;2273.20
22.760000;50.00;69.94;2274.56
22.770000;50.00;69.94;2275.21
22.780000;50.00;69.94;2276.72
22.790000;50.00;69.94;2277.88
22.800000;50.00;69.94;2278.55
22.810000;50.00;69.94;2279.49
22.820000;50.00;69.94;2280.22
22.830000;50.00;69.94;2281.81
22.840000;50.00;69.94;2282.36
22.850000;50.00;69.94;2283.69
22.860000;50.00;69.94;2285.01
22.870000;50.00;69.94;2285.55
22.880000;50.00;69.94;2286.98
22.890000;50.00;69.94;2287.87
22.900000;50.00;69.94;2289.03
22.910000;50.00;69.94;2289.81
22.920000;50.00;69.94;2290.96
22.930000;50.00;69.94;2291.33
22.940000;50.00;69.94;2292.58
22.950000;50.00;69.94;2294.00
22.960000;50.00;69.94;2294.97
22.970000;50.00;69.94;2295.33
22.980000;50.00;69.94;2296.72
22.990000;50.00;69.94;2297.96
23.000000;50.00;69.94;2298.48
23.010000;50.00;69.94;2299.61
23.020000;50.00;69.94;2300.25
23.030000;50.00;69.94;2301.61
23.040000;50.00;69.94;2302.22
23.050000;50.00;69.94;2303.17
23.060000;50.00;69.94;2304.59
23.070000;50.00;69.94;2305.56
23.080000;50.00;69.94;2306.12
23.090000;50.00;69.94;2307.69
23.100000;50.00;69.94;2308.75
23.110000;50.00;69.94;2309.39
23.120000;50.00;69.94;2310.61
23.130000;50.00;69.94;2311.10
23.140000;50.00;69.94;2312.67
23.150000;50.00;69.94;2313.84
23.160000;50.00;69.94;2314.38
23.170000;50.00;69.94;2315.86
23.180000;50.00;69.94;2316.90
23.190000;50.00;69.94;2318.05
23.200000;50.00;69.94;2318.19
23.210000;50.00;69.94;2319.93
23.220000;50.00;69.94;2320.70
23.230000;50.00;69.94;2321.64
23.240000;50.00;69.94;2322.89
23.250000;50.00;69.94;2323.24
23.260000;50.00;69.94;2324.99
23.270000;50.00;69.94;2325.45
23.280000;50.00;69.94;2326.48
23.290000;50.00;69.94;2327.57
23.300000;50.00;69.94;2328.93
23.310000;50.00;69.94;2329.93
23.320000;50.00;69.94;2330.62
23.330000;50.00;69.94;2332.04
23.340000;50.00;69.94;2333.06
23.350000;50.00;69.94;2333.44
23.360000;50.00;69.94;2334.65
23.370000;50.00;69.94;2335.80
23.380000;50.00;69.94;2336.16
23.390000;50.00;69.93;2337.47
23.400000;50.00;69.93;2338.49
23.410000;50.00;69.93;2339.20
23.420000;50.00;69.93;2340.61
23.430000;50.00;69.93;2341.15
23.440000;50.00;69.93;2342.89
23.450000;50.00;69.93;2343.90
23.460000;50.00;69.93;2344.80
23.470000;50.00;69.93;2345.66
23.480000;50.00;69.93;2347.04
23.490000;50.00;69.93;2347.95
23.500000;50.00;69.93;2348.57
23.510000;50.00;69.93;2349.99
23.520000;50.00;69.93;2350.25
23.530000;50.00;69.93;2351.22
23.540000;50.00;69.93;2352.49
23.550000;50.00;69.93;2354.03
23.560000;50.00;69.93;2354.84
23.570000;50.00;69.93;2356.07
23.580000;50.00;69.93;2357.02
23.590000;50.00;69.93;2358.08
23.600000;50.00;69.93;2358.37
23.610000;50.00;69.93;2359.40
23.620000;50.00;69.93;2360.29
23.630000;50.00;69.93;2361.53
23.640000;50.00;69.93;2362.19
23.650000;50.00;69.93;2363.90
23.660000;50.00;69.93;2364.65
23.670000;50.00;69.93;2365.34
23.680000;50.00;69.93;2366.57
23.690000;50.00;69.93;2367.50
23.700000;50.00;69.93;2368.46
23.710000;50.00;69.93;2369.28
23.720000;50.00;69.93;2370.72
23.730000;50.00;69.93;2371.51
23.740000;50.00;69.93;2372.76
23.750000;50.00;69.93;2373.10
23.760000;50.00;69.93;2374.78
23.770000;50.00;69.93;2375.13
23.780000;50.00;69.93;2376.53
23.790000;50.00;69.93;2377.11
23.800000;50.00;69.93;2378.19
23.810000;50.00;69.93;2379.14
23.820000;50.00;69.93;2381.02
23.830000;50.00;69.93;2381.41
23.840000;50.00;69.93;2382.71
23.850000;50.00;69.93;2383.77
23.860000;50.00;69.93;2384.64
23.870000;50.00;69.93;2385.70
23.880000;50.00;69.93;2386.78
23.890000;50.00;69.93;2387.15
23.900000;50.00;69.93;2388.83
23.910000;50.00;69.93;2389.16
23.920000;50.00;69.93;2390.18
23.930000;50.00;69.93;2391.11
23.940000;50.00;69.93;2392.82
23.950000;50.00;69.93;2393.71
23.960000;50.00;69.93;2394.75
23.970000;50.00;69.93;2395.20
23.980000;50.00;69.93;2396.19
23.990000;50.00;69.93;2397.95
24.000000;50.00;69.93;2398.16
24.010000;50.00;69.93;2399.42
24.020000;50.00;69.93;2400.11
24.030000;50.00;69.93;2401.97
24.040000;50.00;69.93;2402.87
24.050000;50.00;69.93;2404.04
24.060000;50.00;69.93;2404.35
24.070000;50.00;69.93;2406.07
24.080000;50.00;69.93;2406.17
24.090000;50.00;69.93;2408.05
24.100000;50.00;69.93;2408.58
24.110000;50.00;69.93;2409.54
24.120000;50.00;69.93;2410.93
24.130000;50.00;69.93;2411.84
24.140000;50.00;69.93;2412.22
24.150000;50.00;69.93;2413.38
24.160000;50.00;69.93;2414.71
24.170000;50.00;69.93;2415.85
24.180000;50.00;69.93;2416.86
24.190000;50.00;69.93;2417.55
24.200000;50.00;69.93;2418.27
24.210000;50.00;69.93;2419.97
24.220000;50.00;69.93;2420.37
24.230000;50.00;69.93;2421.95
24.240000;50.00;69.93;2422.21
24.250000;50.00;69.93;2423.11
24.260000;50.00;69.93;2424.33
24.270000;50.00;69.93;2425.79
24.280000;50.00;69.93;2426.67
24.290000;50.00;69.93;2427.57
24.300000;50.00;69.92;2428.37
24.310000;50.00;69.92;2429.96
24.320000;50.00;69.92;2430.28
24.330000;50.00;69.92;2431.60
24.340000;50.00;69.92;2432.84
24.350000;50.00;69.92;2433.99
24.360000;50.00;69.92;2434.91
24.370000;50.00;69.92;2435.36
24.380000;50.00;69.92;2436.57
24.390000;50.00;69.92;2437.94
24.400000;50.00;69.92;2438.64
24.410000;50.00;69.92;2439.90
24.420000;50.00;69.92;2440.64
24.430000;50.00;69.92;2441.77
24.440000;50.00;69.92;2442.63
24.450000;50.00;69.92;2443.64
24.460000;50.00;69.92;2444.19
24.470000;50.00;69.92;2445.10
24.480000;50.00;69.92;2446.41
24.490000;50.00;69.92;2447.97
24.500000;50.00;69.92;2449.07
24.510000;50.00;69.92;2449.13
24.520000;50.00;69.92;2450.16
24.530000;50.00;69.92;2451.13
24.540000;50.00;69.92;2452.81
24.550000;50.00;69.92;2453.94
24.560000;50.00;69.92;2454.66
24.570000;50.00;69.92;2455.69
24.580000;50.00;69.92;2456.17
24.590000;50.00;69.92;2457.28
24.600000;50.00;69.92;2458.37
24.610000;50.00;69.92;2459.77
24.620000;50.00;69.92;2460.99
24.630000;50.00;69.92;2461.38
24.640000;50.00;69.92;2462.25
24.650000;50.00;69.92;2464.01
24.660000;50.00;69.92;2464.83
24.670000;50.00;69.92;2466.00
24.680000;50.00;69.92;2466.82
24.690000;50.00;69.92;2467.42
24.700000;50.00;69.92;2468.80
24.710000;50.00;69.92;2469.46
24.720000;50.00;69.92;2470.57
24.730000;50.00;69.92;2471.54
24.740000;50.00;69.92;2472.34
24.750000;50.00;69.92;2473.75
24.760000;50.00;69.92;2474.56
24.770000;50.00;69.92;2475.55
24.780000;50.00;69.92;2476.17
24.790000;50.00;69.92;2477.97
24.800000;50.00;69.92;2478.97
24.810000;50.00;69.92;2479.16
24.820000;50.00;69.92;2480.10
24.830000;50.00;69.92;2482.01
24.840000;50.00;69.92;2482.52
24.850000;50.00;69.92;2484.09
24.860000;50.00;69.92;2484.99
24.870000;50.00;69.92;2485.48
24.880000;50.00;69.92;2486.35
24.890000;50.00;69.92;2487.36
24.900000;50.00;69.92;2488.34
24.910000;50.00;69.92;2489.96
24.920000;50.00;69.92;2490.78
24.930000;50.00;69.92;2491.12
24.940000;50.00;69.92;2492.29
24.950000;50.00;69.92;2493.22
24.960000;50.00;69.92;2494.27
24.970000;50.00;69.92;2495.54
24.980000;50.00;69.92;2496.91
24.990000;50.00;69.92;2498.02
25.000000;50.00;69.92;2498.40
25.010000;50.00;69.92;2499.31
25.020000;50.00;69.92;2500.15
25.030000;50.00;69.92;2501.63
25.040000;50.00;69.92;2502.59
25.050000;50.00;69.92;2503.61
25.060000;50.00;69.92;2504.67
25.070000;50.00;69.92;2505.15
25.080000;50.00;69.92;2506.73
25.090000;50.00;69.92;2507.46
25.100000;50.00;69.92;2508.90
25.110000;50.00;69.92;2509.49
25.120000;50.00;69.92;2510.45
25.130000;50.00;69.92;2511.19
25.140000;50.00;69.92;2513.00
25.150000;50.00;69.92;2513.26
25.160000;50.00;69.92;2514.34
25.170000;50.00;69.92;2516.01
25.180000;50.00;69.92;2516.36
25.190000;50.00;69.92;2518.07
25.200000;50.00;69.91;2518.41
25.210000;50.00;69.91;2520.08
25.220000;50.00;69.91;2520.77
25.230000;50.00;69.91;2521.44
25.240000;50.00;69.91;2522.87
25.250000;50.00;69.91;2523.96
25.260000;50.00;69.91;2524.43
25.270000;50.00;69.91;2525.75
25.280000;50.00;69.91;2526.24
25.290000;50.00;69.91;2527.52
25.300000;50.00;69.91;2528.69
25.310000;50.00;69.91;2529.58
25.320000;50.00;69.91;2530.12
25.330000;50.00;69.91;2532.02
25.340000;50.00;69.91;2532.90
25.350000;50.00;69.91;2534.06
25.360000;50.00;69.91;2534.16
25.370000;50.00;69.91;2535.51
25.380000;50.00;69.91;2536.76
25.390000;50.00;69.91;2537.23
25.400000;50.00;69.91;2538.82
25.410000;50.00;69.91;2539.76
25.420000;50.00;69.91;2540.82
25.430000;50.00;69.91;2541.27
25.440000;50.00;69.91;2542.85
25.450000;50.00;69.91;2543.53
25.460000;50.00;69.91;2544.49
25.470000;0.00;69.91;2545.38
25.480000;0.00;69.91;2546.41
25.490000;0.00;69.91;2547.20
25.500000;0.00;69.91;2548.68
25.510000;0.00;69.91;2549.73
25.520000;0.00;69.91;2551.05
25.530000;0.00;69.91;2551.95
25.540000;0.00;69.91;2552.91
25.550000;0.00;69.91;2553.98
25.560000;0.00;69.91;2555.07
25.570000;0.00;69.91;2555.29
25.580000;0.00;69.91;2556.66
25.590000;0.00;69.91;2557.23
25.600000;0.00;69.91;2559.08
25.610000;0.00;69.91;2559.92
25.620000;0.00;69.91;2561.05
25.630000;0.00;69.91;2561.84
25.640000;0.00;69.91;2562.51
25.650000;0.00;69.91;2563.96
25.660000;0.00;69.91;2564.90
25.670000;0.00;69.91;2565.91
25.680000;0.00;69.91;2567.02
25.690000;0.00;69.91;2567.31
25.700000;0.00;69.91;2568.35
25.710000;0.00;69.91;2569.30
25.720000;0.00;69.91;2570.37
25.730000;0.00;69.91;2571.80
25.740000;0.00;69.91;2572.43
25.750000;0.00;69.91;2573.83
25.760000;0.00;69.91;2574.99
25.770000;0.00;69.91;2575.70
25.780000;0.00;69.91;2577.03
25.790000;0.00;69.91;2578.01
25.800000;0.00;69.91;2578.26
25.810000;0.00;69.91;2579.24
25.820000;0.00;69.91;2580.96
25.830000;0.00;69.91;2581.94
25.840000;0.00;69.91;2582.45
25.850000;0.00;69.91;2583.97
25.860000;0.00;69.91;2584.42
25.870000;0.00;69.91;2585.47
25.880000;0.00;69.91;2586.24
25.890000;0.00;69.91;2587.13
25.900000;0.00;69.91;2588.87
25.910000;0.00;69.91;2589.66
25.920000;0.00;69.91;2591.09
25.930000;0.00;69.91;2591.50
25.940000;0.00;69.91;2592.24
25.950000;0.00;69.91;2594.08
25.960000;0.00;69.91;2594.36
25.970000;0.00;69.91;2595.92
25.980000;0.00;69.91;2596.10
25.990000;0.00;69.91;2597.76
26.000000;0.00;69.91;2598.73
26.010000;0.00;69.91;2599.51
26.020000;0.00;69.91;2600.83
26.030000;0.00;69.91;2601.45
26.040000;0.00;69.91;2603.02
26.050000;0.00;69.91;2604.00
26.060000;0.00;69.91;2604.81
26.070000;0.00;69.91;2606.08
26.080000;0.00;69.91;2606.85
26.090000;0.00;69.90;2607.21
26.100000;0.00;69.90;2608.14
26.110000;0.00;69.90;2609.26
26.120000;0.00;69.90;2611.09
26.130000;0.00;69.90;2611.36
26.140000;0.00;69.90;2612.59
26.150000;0.00;69.90;2613.53
26.160000;0.00;69.90;2614.31
26.170000;0.00;69.90;2615.99
26.180000;0.00;69.90;2616.15
26.190000;0.00;69.90;2617.27
26.200000;0.00;69.90;2618.37
26.210000;0.00;69.90;2619.93
26.220000;0.00;69.90;2620.30
26.230000;0.00;69.90;2622.06
26.240000;0.00;69.90;2622.59
26.250000;0.00;69.90;2623.45
26.260000;0.00;69.90;2625.01
26.270000;0.00;69.90;2626.09
26.280000;0.00;69.90;2626.75
26.290000;0.00;69.90;2628.01
26.300000;0.00;69.90;2628.60
26.310000;0.00;69.90;2630.04
26.320000;0.00;69.90;2631.02
26.330000;0.00;69.90;2631.42
26.340000;0.00;69.90;2632.45
26.350000;0.00;69.90;2633.21
26.360000;0.00;69.90;2634.46
26.370000;0.00;69.90;2635.72
26.380000;0.00;69.90;2636.64
26.390000;0.00;69.90;2637.67
26.400000;0.00;69.90;2638.74
26.410000;0.00;69.90;2639.21
26.420000;0.00;69.90;2641.03
26.430000;0.00;69.90;2641.46
26.440000;0.00;69.90;2642.62
26.450000;0.00;69.90;2643.95
26.460000;0.00;69.90;2645.08
26.470000;0.00;69.90;2645.59
26.480000;0.00;69.90;2646.27
26.490000;0.00;69.90;2647.39
26.500000;0.00;69.90;2648.75
26.510000;0.00;69.90;2649.39
26.520000;0.00;69.90;2650.88
26.530000;0.00;69.90;2651.61
26.540000;0.00;69.90;2652.69
26.550000;0.00;69.90;2653.62
26.560000;0.00;69.90;2654.35
26.570000;0.00;69.90;2655.30
26.580000;0.00;69.90;2656.46
26.590000;0.00;69.90;2657.40
26.600000;0.00;69.90;2658.34
26.610000;0.00;69.90;2659.19
26.620000;0.00;69.90;2661.00
26.630000;0.00;69.90;2661.65
26.640000;0.00;69.90;2662.57
26.650000;0.00;69.90;2663.64
26.660000;0.00;69.90;2664.65
26.670000;0.00;69.90;2665.95
26.680000;0.00;69.90;2666.30
26.690000;0.00;69.90;2667.93
26.700000;0.00;69.90;2669.01
26.710000;0.00;69.90;2669.96
26.720000;0.00;69.90;2671.00
26.730000;0.00;69.90;2672.05
26.740000;0.00;69.90;2672.95
26.750000;0.00;69.90;2673.52
26.760000;0.00;69.90;2674.63
26.770000;0.00;69.90;2675.17
26.780000;0.00;69.90;2676.85
26.790000;0.00;69.90;2677.18
26.800000;0.00;69.90;2678.88
26.810000;0.00;69.90;2679.39
26.820000;0.00;69.90;2680.58
26.830000;0.00;69.90;2681.39
26.840000;0.00;69.90;2682.96
26.850000;0.00;69.90;2683.45
26.860000;0.00;69.90;2684.91
26.870000;0.00;69.90;2685.92
26.880000;0.00;69.90;2686.31
26.890000;0.00;69.90;2687.42
26.900000;0.00;69.90;2688.81
26.910000;0.00;69.90;2690.05
26.920000;0.00;69.90;2690.85
26.930000;0.00;69.90;2691.82
26.940000;0.00;69.90;2692.16
26.950000;0.00;69.90;2694.05
26.960000;0.00;69.90;2694.43
26.970000;0.00;69.89;2695.32
26.980000;0.00;69.89;2696.75
26.990000;0.00;69.89;2697.94
27.000000;0.00;69.89;2698.67
27.010000;0.00;69.89;2699.85
27.020000;0.00;69.89;2700.39
27.030000;0.00;69.89;2702.02
27.040000;0.00;69.89;2703.03
27.050000;0.00;69.89;2703.62
27.060000;0.00;69.89;2704.18
27.070000;0.00;69.89;2705.19
27.080000;0.00;69.89;2707.07
27.090000;0.00;69.89;2707.63
27.100000;0.00;69.89;2708.70
27.110000;0.00;69.89;2709.78
27.120000;0.00;69.89;2710.48
27.130000;0.00;69.89;2711.92
27.140000;0.00;69.89;2712.96
27.150000;0.00;69.89;2713.27
27.160000;0.00;69.89;2714.40
27.170000;0.00;69.89;2715.49
27.180000;0.00;69.89;2716.47
27.190000;0.00;69.89;2717.88
27.200000;0.00;69.89;2718.51
27.210000;0.00;69.89;2719.71
27.220000;0.00;69.89;2721.00
27.230000;0.00;69.89;2722.02
27.240000;0.00;69.89;2722.41
27.250000;0.00;69.89;2723.96
27.260000;0.00;69.89;2724.16
27.270000;0.00;69.89;2725.99
27.280000;0.00;69.89;2726.83
27.290000;0.00;69.89;2727.87
27.300000;0.00;69.89;2728.40
27.310000;0.00;69.89;2729.47
27.320000;0.00;69.89;2730.66
27.330000;0.00;69.89;2731.78
27.340000;0.00;69.89;2732.59
27.350000;0.00;69.89;2733.49
27.360000;0.00;69.89;2734.17
27.370000;0.00;69.89;2735.32
27.380000;0.00;69.89;2736.80
27.390000;0.00;69.89;2737.48
27.400000;0.00;69.89;2738.47
27.410000;0.00;69.89;2739.82
27.420000;0.00;69.89;2740.30
27.430000;0.00;69.89;2741.87
27.440000;0.00;69.89;2742.43
27.450000;0.00;69.89;2743.30
27.460000;0.00;69.89;2744.93
27.470000;0.00;69.89;2745.91
27.480000;0.00;69.89;2746.36
27.490000;0.00;69.89;2747.81
27.500000;0.00;69.89;2749.09
27.510000;0.00;69.89;2749.12
27.520000;0.00;69.89;2750.73
27.530000;0.00;69.89;2751.32
27.540000;0.00;69.89;2752.58
27.550000;0.00;69.89;2753.77
27.560000;0.00;69.89;2754.24
27.570000;0.00;69.89;2755.42
27.580000;0.00;69.89;2756.52
27.590000;0.00;69.89;2758.10
27.600000;0.00;69.89;2758.93
27.610000;0.00;69.89;2759.50
27.620000;0.00;69.89;2761.08
27.630000;0.00;69.89;2761.49
27.640000;0.00;69.89;2763.06
27.650000;0.00;69.89;2763.33
27.660000;0.00;69.89;2764.90
27.670000;0.00;69.89;2765.17
27.680000;0.00;69.89;2766.46
27.690000;0.00;69.89;2767.43
27.700000;0.00;69.89;2768.57
27.710000;0.00;69.89;2769.28
27.720000;0.00;69.89;2770.94
27.730000;0.00;69.89;2772.08
27.740000;0.00;69.89;2772.89
27.750000;0.00;69.89;2773.18
27.760000;0.00;69.89;2775.00
27.770000;0.00;69.89;2775.63
27.780000;0.00;69.89;2777.06
27.790000;0.00;69.89;2777.61
27.800000;0.00;69.89;2779.06
27.810000;0.00;69.89;2779.71
27.820000;0.00;69.89;2780.27
27.830000;0.00;69.89;2781.98
27.840000;0.00;69.88;2783.01
27.850000;0.00;69.88;2783.46
27.860000;0.00;69.88;2784.92
27.870000;0.00;69.88;2785.84
27.880000;0.00;69.88;2787.05
27.890000;0.00;69.88;2787.91
27.900000;0.00;69.88;2788.93
27.910000;0.00;69.88;2789.84
27.920000;0.00;69.88;2790.15
27.930000;0.00;69.88;2791.30
27.940000;0.00;69.88;2792.11
27.950000;0.00;69.88;2793.20
27.960000;0.00;69.88;2794.27
27.970000;0.00;69.88;2795.69
27.980000;0.00;69.88;2796.23
27.990000;0.00;69.88;2797.69
28.000000;0.00;69.88;2798.27
28.010000;0.00;69.88;2800.10
28.020000;0.00;69.88;2800.88
28.030000;0.00;69.88;2801.54
28.040000;0.00;69.88;2802.71
28.050000;0.00;69.88;2803.73
28.060000;0.00;69.88;2805.08
28.070000;0.00;69.88;2806.06
28.080000;0.00;69.88;2807.05
28.090000;0.00;69.88;2807.28
28.100000;0.00;69.88;2808.12
28.110000;0.00;69.88;2809.15
28.120000;0.00;69.88;2810.23
28.130000;0.00;69.88;2811.91
28.140000;0.00;69.88;2812.88
28.150000;0.00;69.88;2814.10
28.160000;0.00;69.88;2814.52
28.170000;0.00;69.88;2815.36
28.180000;0.00;69.88;2816.88
28.190000;0.00;69.88;2817.38
28.200000;0.00;69.88;2818.27
28.210000;0.00;69.88;2819.30
28.220000;0.00;69.88;2820.19
28.230000;0.00;69.88;2821.56
28.240000;0.00;69.88;2822.69
28.250000;0.00;69.88;2823.97
28.260000;0.00;69.88;2824.30
28.270000;0.00;69.88;2825.74
28.280000;0.00;69.88;2826.30
28.290000;0.00;69.88;2827.74
28.300000;0.00;69.88;2828.24
28.310000;0.00;69.88;2829.17
28.320000;0.00;69.88;2830.87
28.330000;0.00;69.88;2831.87
28.340000;0.00;69.88;2832.43
28.350000;0.00;69.88;2833.43
28.360000;0.00;69.88;2834.95
28.370000;0.00;69.88;2835.27
28.380000;0.00;69.88;2836.35
28.390000;0.00;69.88;2837.99
28.400000;0.00;69.88;2838.38
28.410000;0.00;69.88;2840.07
28.420000;0.00;69.88;2840.33
28.430000;0.00;69.88;2841.71
28.440000;0.00;69.88;2842.76
28.450000;0.00;69.88;2843.36
28.460000;0.00;69.88;2844.95
28.470000;0.00;69.88;2845.55
28.480000;0.00;69.88;2847.02
28.490000;0.00;69.88;2847.79
28.500000;0.00;69.88;2848.69
28.510000;0.00;69.88;2849.64
28.520000;0.00;69.88;2850.52
28.530000;0.00;69.88;2851.49
28.540000;0.00;69.88;2852.68
28.550000;0.00;69.88;2853.19
28.560000;0.00;69.88;2854.90
28.570000;0.00;69.88;2855.42
28.580000;0.00;69.88;2856.68
28.590000;0.00;69.88;2858.01
28.600000;0.00;69.88;2858.15
28.610000;0.00;69.88;2859.87
28.620000;0.00;69.88;2860.35
28.630000;0.00;69.88;2861.13
28.640000;0.00;69.88;2862.80
28.650000;0.00;69.88;2864.00
28.660000;0.00;69.88;2864.82
28.670000;0.00;69.88;2865.57
28.680000;0.00;69.88;2866.91
28.690000;0.00;69.88;2867.99
28.700000;0.00;69.87;2868.37
28.710000;0.00;69.87;2869.45
28.720000;0.00;69.87;2870.27
28.730000;0.00;69.87;2872.07
28.740000;0.00;69.87;2872.31
28.750000;0.00;69.87;2873.66
28.760000;0.00;69.87;2874.15
28.770000;0.00;69.87;2875.45
28.780000;0.00;69.87;2877.07
28.790000;0.00;69.87;2877.51
28.800000;0.00;69.87;2878.54
28.810000;0.00;69.87;2879.16
28.820000;0.00;69.87;2880.67
28.830000;0.00;69.87;2881.90
28.840000;0.00;69.87;2882.52
28.850000;0.00;69.87;2883.21
28.860000;0.00;69.87;2884.42
28.870000;0.00;69.87;2885.68
28.880000;0.00;69.87;2886.77
28.890000;0.00;69.87;2887.46
28.900000;0.00;69.87;2888.66
28.910000;0.00;69.87;2889.61
28.920000;0.00;69.87;2890.93
28.930000;0.00;69.87;2891.61
28.940000;0.00;69.87;2892.92
28.950000;0.00;69.87;2893.25
28.960000;0.00;69.87;2894.90
28.970000;0.00;69.87;2895.87
28.980000;0.00;69.87;2896.47
28.990000;0.00;69.87;2897.78
29.000000;0.00;69.87;2898.30
29.010000;0.00;69.87;2899.67
29.020000;0.00;69.87;2900.96
29.030000;0.00;69.87;2901.75
29.040000;0.00;69.87;2903.04
29.050000;0.00;69.87;2904.06
29.060000;0.00;69.87;2904.80
29.070000;0.00;69.87;2906.02
29.080000;0.00;69.87;2906.67
29.090000;0.00;69.87;2907.84
29.100000;0.00;69.87;2908.89
29.110000;0.00;69.87;2909.94
29.120000;0.00;69.87;2911.02
29.130000;0.00;69.87;2911.79
29.140000;0.00;69.87;2912.81
29.150000;0.00;69.87;2913.99
29.160000;0.00;69.87;2914.73
29.170000;0.00;69.87;2915.67
29.180000;0.00;69.87;2916.43
29.190000;0.00;69.87;2918.09
29.200000;0.00;69.87;2919.06
29.210000;0.00;69.87;2919.53
29.220000;0.00;69.87;2920.45
29.230000;0.00;69.87;2921.22
29.240000;0.00;69.87;2922.58
29.250000;0.00;69.87;2923.28
29.260000;0.00;69.87;2924.93
29.270000;0.00;69.87;2925.14
29.280000;0.00;69.87;2926.40
29.290000;0.00;69.87;2927.72
29.300000;0.00;69.87;2928.59
29.310000;0.00;69.87;2929.71
29.320000;0.00;69.87;2930.63
29.330000;0.00;69.87;2931.57
29.340000;0.00;69.87;2932.46
29.350000;0.00;69.87;2933.54
29.360000;0.00;69.87;2934.87
29.370000;0.00;69.87;2935.49
29.380000;0.00;69.87;2936.97
29.390000;0.00;69.87;2937.63
29.400000;0.00;69.87;2939.07
29.410000;0.00;69.87;2939.35
29.420000;0.00;69.87;2940.29
29.430000;0.00;69.87;2941.84
29.440000;0.00;69.87;2942.59
29.450000;0.00;69.87;2943.12
29.460000;0.00;69.87;2945.01
29.470000;0.00;69.87;2945.17
29.480000;0.00;69.87;2946.55
29.490000;0.00;69.87;2947.38
29.500000;0.00;69.87;2948.22
29.510000;0.00;69.87;2949.41
29.520000;0.00;69.87;2950.45
29.530000;0.00;69.87;2951.56
29.540000;0.00;69.86;2952.80
29.550000;0.00;69.86;2954.04
29.560000;0.00;69.86;2954.30
29.570000;0.00;69.86;2955.22
29.580000;0.00;69.86;2957.03
29.590000;0.00;69.86;2957.99
29.600000;0.00;69.86;2958.86
29.610000;0.00;69.86;2959.59
29.620000;0.00;69.86;2960.63
29.630000;0.00;69.86;2961.80
29.640000;0.00;69.86;2962.68
29.650000;0.00;69.86;2963.32
29.660000;0.00;69.86;2964.55
29.670000;0.00;69.86;2966.02
29.680000;0.00;69.86;2966.62
29.690000;0.00;69.86;2968.02
29.700000;0.00;69.86;2969.00
29.710000;0.00;69.86;2970.11
29.720000;0.00;69.86;2970.94
29.730000;0.00;69.86;2971.49
29.740000;0.00;69.86;2972.43
29.750000;0.00;69.86;2973.42
29.760000;0.00;69.86;2974.41
29.770000;0.00;69.86;2976.00
29.780000;0.00;69.86;2977.04
29.790000;0.00;69.86;2977.49
29.800000;0.00;69.86;2978.38
29.810000;0.00;69.86;2979.40
29.820000;0.00;69.86;2980.84
29.830000;0.00;69.86;2981.37
29.840000;0.00;69.86;2983.10
29.850000;0.00;69.86;2983.69
29.860000;0.00;69.86;2984.20
29.870000;0.00;69.86;2985.62
29.880000;0.00;69.86;2987.03
29.890000;0.00;69.86;2988.02
29.900000;0.00;69.86;2988.96
29.910000;0.00;69.86;2989.72
29.920000;0.00;69.86;2990.20
29.930000;0.00;69.86;2991.72
29.940000;0.00;69.86;2992.26
29.950000;0.00;69.86;2994.03
29.960000;0.00;69.86;2995.10
29.970000;0.00;69.86;2995.90
29.980000;0.00;69.86;2996.52
29.990000;0.00;69.86;2997.58
30.000000;0.00;69.86;2998.70
30.010000;0.00;69.86;2999.38
30.020000;0.00;69.86;3001.05
30.030000;0.00;69.86;3001.54
30.040000;0.00;69.86;3002.99
30.050000;0.00;69.86;3004.08
30.060000;0.00;69.86;3004.65
30.070000;0.00;69.86;3005.74
30.080000;0.00;69.86;3006.25
30.090000;0.00;69.86;3008.01
30.100000;0.00;69.86;3008.52
30.110000;0.00;69.86;3009.60
30.120000;0.00;69.86;3010.55
