time;Model Root/CTRL_VEH/DriverRequest [%]/Value;Model Root/STATUS_BAT/StateOfCharge [%]/Value;currentTime
37.870000;50.00;69.93;3786.02
37.880000;50.00;69.93;3786.20
37.890000;50.00;69.93;3787.34
37.900000;50.00;69.93;3788.33
37.910000;50.00;69.93;3789.49
37.920000;50.00;69.93;3791.10
37.930000;50.00;69.93;3791.44
37.940000;50.00;69.93;3792.56
37.950000;50.00;69.93;3793.27
37.960000;50.00;69.93;3794.27
37.970000;50.00;69.93;3795.23
37.980000;50.00;69.93;3796.47
37.990000;50.00;69.93;3797.38
38.000000;50.00;69.93;3798.59
38.010000;50.00;69.93;3799.33
38.020000;50.00;69.93;3800.80
38.030000;50.00;69.93;3801.83
38.040000;50.00;69.93;3802.25
38.050000;50.00;69.93;3803.39
38.060000;50.00;69.93;3804.61
38.070000;50.00;69.93;3805.38
38.080000;50.00;69.93;3806.94
38.090000;50.00;69.93;3807.84
38.100000;50.00;69.93;3808.56
38.110000;50.00;69.93;3809.44
38.120000;50.00;69.93;3810.57
38.130000;50.00;69.93;3811.63
38.140000;50.00;69.93;3812.97
38.150000;50.00;69.93;3813.98
38.160000;50.00;69.93;3814.57
38.170000;50.00;69.93;3815.73
38.180000;50.00;69.92;3816.88
38.190000;50.00;69.92;3817.81
38.200000;50.00;69.92;3818.34
38.210000;50.00;69.92;3819.51
38.220000;50.00;69.92;3820.26
38.230000;50.00;69.92;3821.78
38.240000;50.00;69.92;3822.19
38.250000;50.00;69.92;3823.29
38.260000;50.00;69.92;3824.53
38.270000;50.00;69.92;3825.27
38.280000;50.00;69.92;3826.61
38.290000;50.00;69.92;3827.78
38.300000;50.00;69.92;3829.02
38.310000;50.00;69.92;3829.50
38.320000;50.00;69.92;3830.46
38.330000;50.00;69.92;3831.22
38.340000;50.00;69.92;3832.65
38.350000;50.00;69.92;3833.45
38.360000;50.00;69.92;3834.84
38.370000;50.00;69.92;3835.29
38.380000;50.00;69.92;3836.87
38.390000;50.00;69.92;3837.30
38.400000;50.00;69.92;3838.48
38.410000;50.00;69.92;3839.25
38.420000;50.00;69.92;3840.85
38.430000;50.00;69.92;3841.23
38.440000;50.00;69.92;3842.72
38.450000;50.00;69.92;3843.23
38.460000;50.00;69.92;3844.52
38.470000;50.00;69.92;3846.00
38.480000;50.00;69.92;3846.86
38.490000;50.00;69.92;3847.59
38.500000;50.00;69.92;3848.25
38.510000;50.00;69.92;3849.49
38.520000;50.00;69.92;3850.27
38.530000;50.00;69.92;3852.14
38.540000;50.00;69.92;3852.68
38.550000;50.00;69.92;3854.12
38.560000;50.00;69.92;3854.43
38.570000;50.00;69.92;3855.93
38.580000;50.00;69.92;3856.21
38.590000;50.00;69.92;3857.88
38.600000;50.00;69.92;3858.59
38.610000;50.00;69.92;3859.83
38.620000;50.00;69.92;3860.64
38.630000;50.00;69.92;3861.45
38.640000;50.00;69.92;3862.88
38.650000;50.00;69.92;3863.74
38.660000;50.00;69.92;3865.01
38.670000;50.00;69.92;3865.93
38.680000;50.00;69.92;3867.14
38.690000;50.00;69.92;3868.05
38.700000;50.00;69.92;3868.85
38.710000;50.00;69.92;3869.99
38.720000;50.00;69.92;3871.09
38.730000;50.00;69.92;3871.89
38.740000;50.00;69.92;3872.58
38.750000;50.00;69.92;3873.25
38.760000;50.00;69.92;3874.75
38.770000;50.00;69.92;3875.26
38.780000;50.00;69.92;3876.91
38.790000;50.00;69.92;3877.32
38.800000;50.00;69.92;3878.37
38.810000;50.00;69.92;3879.35
38.820000;50.00;69.92;3880.50
38.830000;50.00;69.92;3881.80
38.840000;50.00;69.92;3882.29
38.850000;50.00;69.92;3883.42
38.860000;50.00;69.92;3884.22
38.870000;50.00;69.92;3885.98
38.880000;50.00;69.92;3886.49
38.890000;50.00;69.92;3887.83
38.900000;50.00;69.92;3888.33
38.910000;50.00;69.92;3889.75
38.920000;50.00;69.92;3890.60
38.930000;50.00;69.92;3892.01
38.940000;50.00;69.92;3893.00
38.950000;50.00;69.92;3893.82
38.960000;50.00;69.92;3894.49
38.970000;50.00;69.92;3895.85
38.980000;50.00;69.92;3896.82
38.990000;50.00;69.92;3897.82
39.000000;50.00;69.92;3898.89
39.010000;50.00;69.92;3899.73
39.020000;50.00;69.92;3900.51
39.030000;50.00;69.92;3901.49
39.040000;50.00;69.92;3902.22
39.050000;50.00;69.92;3904.11
39.060000;50.00;69.92;3904.18
39.070000;50.00;69.92;3905.99
39.080000;50.00;69.91;3906.30
39.090000;50.00;69.91;3907.67
39.100000;50.00;69.91;3908.75
39.110000;50.00;69.91;3909.56
39.120000;50.00;69.91;3910.32
39.130000;50.00;69.91;3912.13
39.140000;50.00;69.91;3912.96
39.150000;50.00;69.91;3914.12
39.160000;50.00;69.91;3914.65
39.170000;50.00;69.91;3915.51
39.180000;50.00;69.91;3916.85
39.190000;50.00;69.91;3917.85
39.200000;50.00;69.91;3918.47
39.210000;50.00;69.91;3919.61
39.220000;50.00;69.91;3920.69
39.230000;50.00;69.91;3921.48
39.240000;50.00;69.91;3922.67
39.250000;50.00;69.91;3923.22
39.260000;50.00;69.91;3924.45
39.270000;50.00;69.91;3925.42
39.280000;50.00;69.91;3926.42
39.290000;50.00;69.91;3927.89
39.300000;50.00;69.91;3928.22
39.310000;50.00;69.91;3930.02
39.320000;50.00;69.91;3930.79
39.330000;50.00;69.91;3931.78
39.340000;50.00;69.91;3932.90
39.350000;0.00;69.91;3933.93
39.360000;0.00;69.91;3934.68
39.370000;0.00;69.91;3935.99
39.380000;0.00;69.91;3936.78
39.390000;0.00;69.91;3937.91
39.400000;0.00;69.91;3938.55
39.410000;0.00;69.91;3939.18
39.420000;0.00;69.91;3941.03
39.430000;0.00;69.91;3941.27
39.440000;0.00;69.91;3942.77
39.450000;0.00;69.91;3943.64
39.460000;0.00;69.91;3944.69
39.470000;0.00;69.91;3946.06
39.480000;0.00;69.91;3946.18
39.490000;0.00;69.91;3947.30
39.500000;0.00;69.91;3948.71
39.510000;0.00;69.91;3949.84
39.520000;0.00;69.91;3950.84
39.530000;0.00;69.91;3951.33
39.540000;0.00;69.91;3952.39
39.550000;0.00;69.91;3953.62
39.560000;0.00;69.91;3954.33
39.570000;0.00;69.91;3955.80
39.580000;0.00;69.91;3956.60
39.590000;0.00;69.91;3958.08
39.600000;0.00;69.91;3958.67
39.610000;0.00;69.91;3959.32
39.620000;0.00;69.91;3960.60
39.630000;0.00;69.91;3962.02
39.640000;0.00;69.91;3963.14
39.650000;0.00;69.91;3964.15
39.660000;0.00;69.91;3964.74
39.670000;0.00;69.91;3966.15
39.680000;0.00;69.91;3966.85
39.690000;0.00;69.91;3967.96
39.700000;0.00;69.91;3968.23
39.710000;0.00;69.91;3969.79
39.720000;0.00;69.91;3971.02
39.730000;0.00;69.91;3971.93
39.740000;0.00;69.91;3972.35
39.750000;0.00;69.91;3973.27
39.760000;0.00;69.91;3974.88
39.770000;0.00;69.91;3975.36
39.780000;0.00;69.91;3976.63
39.790000;0.00;69.91;3977.29
39.800000;0.00;69.91;3979.05
39.810000;0.00;69.91;3979.44
39.820000;0.00;69.91;3980.17
39.830000;0.00;69.91;3981.97
39.840000;0.00;69.91;3982.39
39.850000;0.00;69.91;3983.33
39.860000;0.00;69.91;3984.30
39.870000;0.00;69.91;3986.06
39.880000;0.00;69.91;3986.67
39.890000;0.00;69.91;3987.83
39.900000;0.00;69.91;3988.94
39.910000;0.00;69.91;3989.88
39.920000;0.00;69.91;3990.81
39.930000;0.00;69.91;3991.87
39.940000;0.00;69.91;3992.52
39.950000;0.00;69.91;3993.57
39.960000;0.00;69.91;3994.72
39.970000;0.00;69.90;3995.47
39.980000;0.00;69.90;3996.22
39.990000;0.00;69.90;3997.89
40.000000;0.00;69.90;3998.75
40.010000;0.00;69.90;3999.64
40.020000;0.00;69.90;4001.05
40.030000;0.00;69.90;4001.29
40.040000;0.00;69.90;4002.27
40.050000;0.00;69.90;4004.03
40.060000;0.00;69.90;4004.28
40.070000;0.00;69.90;4006.03
40.080000;0.00;69.90;4006.73
40.090000;0.00;69.90;4007.43
40.100000;0.00;69.90;4008.61
40.110000;0.00;69.90;4009.79
40.120000;0.00;69.90;4010.46
40.130000;0.00;69.90;4011.70
40.140000;0.00;69.90;4012.78
40.150000;0.00;69.90;4013.77
40.160000;0.00;69.90;4014.76
40.170000;0.00;69.90;4015.94
40.180000;0.00;69.90;4016.57
40.190000;0.00;69.90;4017.17
40.200000;0.00;69.90;4018.56
40.210000;0.00;69.90;4020.08
40.220000;0.00;69.90;4020.34
40.230000;0.00;69.90;4021.41
40.240000;0.00;69.90;4022.83
40.250000;0.00;69.90;4023.34
40.260000;0.00;69.90;4024.87
40.270000;0.00;69.90;4025.94
40.280000;0.00;69.90;4026.60
40.290000;0.00;69.90;4027.59
40.300000;0.00;69.90;4028.62
40.310000;0.00;69.90;4030.12
40.320000;0.00;69.90;4030.86
40.330000;0.00;69.90;4031.35
40.340000;0.00;69.90;4032.74
40.350000;0.00;69.90;4034.12
40.360000;0.00;69.90;4034.65
40.370000;0.00;69.90;4035.17
40.380000;0.00;69.90;4036.98
40.390000;0.00;69.90;4037.58
40.400000;0.00;69.90;4038.27
40.410000;0.00;69.90;4039.73
40.420000;0.00;69.90;4040.37
40.430000;0.00;69.90;4041.59
40.440000;0.00;69.90;4042.41
40.450000;0.00;69.90;4043.19
40.460000;0.00;69.90;4044.69
40.470000;0.00;69.90;4045.62
40.480000;0.00;69.90;4046.82
40.490000;0.00;69.90;4047.59
40.500000;0.00;69.90;4048.57
40.510000;0.00;69.90;4049.55
40.520000;0.00;69.90;4050.49
40.530000;0.00;69.90;4052.05
40.540000;0.00;69.90;4052.23
40.550000;0.00;69.90;4054.15
40.560000;0.00;69.90;4054.64
40.570000;0.00;69.90;4055.50
40.580000;0.00;69.90;4056.24
40.590000;0.00;69.90;4057.49
40.600000;0.00;69.90;4058.24
40.610000;0.00;69.90;4059.97
40.620000;0.00;69.90;4060.64
40.630000;0.00;69.90;4061.20
40.640000;0.00;69.90;4063.07
40.650000;0.00;69.90;4063.52
40.660000;0.00;69.90;4064.44
40.670000;0.00;69.90;4065.30
40.680000;0.00;69.90;4066.33
40.690000;0.00;69.90;4067.41
40.700000;0.00;69.90;4068.64
40.710000;0.00;69.90;4069.33
40.720000;0.00;69.90;4071.07
40.730000;0.00;69.90;4071.52
40.740000;0.00;69.90;4072.70
40.750000;0.00;69.90;4074.05
40.760000;0.00;69.90;4074.78
40.770000;0.00;69.90;4076.15
40.780000;0.00;69.90;4076.63
40.790000;0.00;69.90;4077.69
40.800000;0.00;69.90;4078.91
40.810000;0.00;69.90;4079.38
40.820000;0.00;69.90;4080.29
40.830000;0.00;69.90;4082.09
40.840000;0.00;69.90;4082.81
40.850000;0.00;69.89;4083.35
40.860000;0.00;69.89;4084.87
40.870000;0.00;69.89;4085.72
40.880000;0.00;69.89;4087.09
40.890000;0.00;69.89;4087.29
40.900000;0.00;69.89;4088.47
40.910000;0.00;69.89;4089.83
40.920000;0.00;69.89;4090.80
40.930000;0.00;69.89;4091.20
40.940000;0.00;69.89;4092.52
40.950000;0.00;69.89;4093.99
40.960000;0.00;69.89;4094.57
40.970000;0.00;69.89;4095.21
40.980000;0.00;69.89;4096.59
40.990000;0.00;69.89;4097.84
41.000000;0.00;69.89;4099.02
41.010000;0.00;69.89;4099.87
41.020000;0.00;69.89;4100.65
41.030000;0.00;69.89;4102.10
41.040000;0.00;69.89;4102.84
41.050000;0.00;69.89;4103.85
41.060000;0.00;69.89;4104.45
41.070000;0.00;69.89;4105.19
41.080000;0.00;69.89;4106.32
41.090000;0.00;69.89;4107.79
41.100000;0.00;69.89;4109.11
41.110000;0.00;69.89;4109.71
41.120000;0.00;69.89;4111.04
41.130000;0.00;69.89;4111.64
41.140000;0.00;69.89;4112.54
41.150000;0.00;69.89;4113.65
41.160000;0.00;69.89;4114.22
41.170000;0.00;69.89;4116.11
41.180000;0.00;69.89;4116.57
41.190000;0.00;69.89;4118.06
41.200000;0.00;69.89;4118.26
41.210000;0.00;69.89;4119.56
41.220000;0.00;69.89;4120.62
41.230000;0.00;69.89;4121.20
41.240000;0.00;69.89;4123.13
41.250000;0.00;69.89;4123.47
41.260000;0.00;69.89;4124.22
41.270000;0.00;69.89;4125.36
41.280000;0.00;69.89;4126.62
41.290000;0.00;69.89;4127.56
41.300000;0.00;69.89;4128.29
41.310000;0.00;69.89;4129.95
41.320000;0.00;69.89;4130.44
41.330000;0.00;69.89;4131.95
41.340000;0.00;69.89;4132.28
41.350000;0.00;69.89;4133.46
41.360000;0.00;69.89;4134.19
41.370000;0.00;69.89;4135.63
41.380000;0.00;69.89;4136.17
41.390000;0.00;69.89;4137.64
41.400000;0.00;69.89;4138.55
41.410000;0.00;69.89;4139.24
41.420000;0.00;69.89;4140.94
41.430000;0.00;69.89;4141.26
41.440000;0.00;69.89;4142.43
41.450000;0.00;69.89;4143.68
41.460000;0.00;69.89;4144.30
41.470000;0.00;69.89;4145.64
41.480000;0.00;69.89;4146.17
41.490000;0.00;69.89;4147.98
41.500000;0.00;69.89;4148.77
41.510000;0.00;69.89;4149.42
41.520000;0.00;69.89;4150.22
41.530000;0.00;69.89;4151.22
41.540000;0.00;69.89;4153.02
41.550000;0.00;69.89;4153.63
41.560000;0.00;69.89;4154.85
41.570000;0.00;69.89;4155.22
41.580000;0.00;69.89;4156.87
41.590000;0.00;69.89;4157.71
41.600000;0.00;69.89;4158.60
41.610000;0.00;69.89;4159.21
41.620000;0.00;69.89;4160.57
41.630000;0.00;69.89;4161.21
41.640000;0.00;69.89;4162.50
41.650000;0.00;69.89;4163.96
41.660000;0.00;69.89;4164.92
41.670000;0.00;69.89;4165.97
41.680000;0.00;69.89;4166.24
41.690000;0.00;69.89;4167.90
41.700000;0.00;69.89;4168.46
41.710000;0.00;69.89;4169.61
41.720000;0.00;69.88;4171.11
41.730000;0.00;69.88;4171.78
41.740000;0.00;69.88;4173.04
41.750000;0.00;69.88;4173.17
41.760000;0.00;69.88;4174.28
41.770000;0.00;69.88;4175.40
41.780000;0.00;69.88;4176.41
41.790000;0.00;69.88;4177.54
41.800000;0.00;69.88;4178.57
41.810000;0.00;69.88;4179.30
41.820000;0.00;69.88;4180.61
41.830000;0.00;69.88;4181.34
41.840000;0.00;69.88;4182.80
41.850000;0.00;69.88;4183.24
41.860000;0.00;69.88;4185.02
41.870000;0.00;69.88;4186.15
41.880000;0.00;69.88;4186.82
41.890000;0.00;69.88;4187.57
41.900000;0.00;69.88;4188.57
41.910000;0.00;69.88;4190.01
41.920000;0.00;69.88;4190.86
41.930000;0.00;69.88;4191.54
41.940000;0.00;69.88;4193.09
41.950000;0.00;69.88;4193.85
41.960000;0.00;69.88;4195.01
41.970000;0.00;69.88;4195.38
41.980000;0.00;69.88;4196.86
41.990000;0.00;69.88;4197.71
42.000000;0.00;69.88;4198.68
42.010000;0.00;69.88;4200.04
42.020000;0.00;69.88;4200.98
42.030000;0.00;69.88;4201.39
42.040000;0.00;69.88;4202.81
42.050000;0.00;69.88;4203.71
42.060000;0.00;69.88;4204.98
42.070000;0.00;69.88;4205.99
42.080000;0.00;69.88;4206.76
42.090000;0.00;69.88;4207.96
42.100000;0.00;69.88;4208.30
42.110000;0.00;69.88;4210.02
42.120000;0.00;69.88;4210.94
42.130000;0.00;69.88;4211.41
42.140000;0.00;69.88;4213.04
42.150000;0.00;69.88;4213.71
42.160000;0.00;69.88;4215.02
42.170000;0.00;69.88;4215.38
42.180000;0.00;69.88;4216.20
42.190000;0.00;69.88;4218.05
42.200000;0.00;69.88;4218.37
42.210000;0.00;69.88;4219.67
42.220000;0.00;69.88;4220.27
42.230000;0.00;69.88;4221.25
42.240000;0.00;69.88;4222.43
42.250000;0.00;69.88;4223.95
42.260000;0.00;69.88;4224.59
42.270000;0.00;69.88;4225.53
42.280000;0.00;69.88;4226.40
42.290000;0.00;69.88;4227.65
42.300000;0.00;69.88;4228.37
42.310000;0.00;69.88;4229.25
42.320000;0.00;69.88;4230.42
42.330000;0.00;69.88;4231.45
42.340000;0.00;69.88;4233.15
42.350000;0.00;69.88;4234.05
42.360000;0.00;69.88;4234.57
42.370000;0.00;69.88;4235.65
42.380000;0.00;69.88;4236.35
42.390000;0.00;69.88;4237.26
42.400000;0.00;69.88;4239.08
42.410000;0.00;69.88;4239.21
42.420000;0.00;69.88;4240.36
42.430000;0.00;69.88;4241.90
42.440000;0.00;69.88;4242.91
42.450000;0.00;69.88;4244.15
42.460000;0.00;69.88;4244.55
42.470000;0.00;69.88;4245.24
42.480000;0.00;69.88;4246.62
42.490000;0.00;69.88;4247.57
42.500000;0.00;69.88;4248.63
42.510000;0.00;69.88;4249.57
42.520000;0.00;69.88;4250.92
42.530000;0.00;69.88;4251.48
42.540000;0.00;69.88;4252.17
42.550000;0.00;69.88;4253.36
42.560000;0.00;69.88;4254.28
42.570000;0.00;69.88;4255.59
42.580000;0.00;69.87;4256.41
42.590000;0.00;69.87;4258.10
42.600000;0.00;69.87;4258.76
42.610000;0.00;69.87;4259.43
42.620000;0.00;69.87;4260.83
42.630000;0.00;69.87;4262.04
42.640000;0.00;69.87;4262.69
42.650000;0.00;69.87;4263.79
42.660000;0.00;69.87;4264.99
42.670000;0.00;69.87;4265.18
42.680000;0.00;69.87;4266.76
42.690000;0.00;69.87;4267.76
42.700000;0.00;69.87;4268.92
42.710000;0.00;69.87;4269.36
42.720000;0.00;69.87;4270.60
42.730000;0.00;69.87;4272.11
42.740000;0.00;69.87;4272.96
42.750000;0.00;69.87;4273.30
42.760000;0.00;69.87;4275.13
42.770000;0.00;69.87;4275.30
42.780000;0.00;69.87;4276.63
42.790000;0.00;69.87;4277.82
42.800000;0.00;69.87;4278.87
42.810000;0.00;69.87;4279.24
42.820000;0.00;69.87;4280.94
42.830000;0.00;69.87;4281.43
42.840000;0.00;69.87;4283.10
42.850000;0.00;69.87;4283.75
42.860000;0.00;69.87;4284.21
42.870000;0.00;69.87;4285.35
42.880000;0.00;69.87;4286.97
42.890000;0.00;69.87;4287.91
42.900000;0.00;69.87;4288.61
42.910000;0.00;69.87;4290.15
42.920000;0.00;69.87;4290.57
42.930000;0.00;69.87;4291.86
42.940000;0.00;69.87;4292.67
42.950000;0.00;69.87;4293.23
42.960000;0.00;69.87;4295.01
42.970000;0.00;69.87;4295.49
42.980000;0.00;69.87;4296.93
42.990000;0.00;69.87;4297.25
43.000000;0.00;69.87;4298.91
43.010000;0.00;69.87;4299.43
43.020000;0.00;69.87;4300.22
43.030000;0.00;69.87;4301.27
43.040000;0.00;69.87;4302.49
43.050000;0.00;69.87;4304.07
43.060000;0.00;69.87;4304.99
43.070000;0.00;69.87;4305.54
43.080000;0.00;69.87;4306.19
43.090000;0.00;69.87;4308.10
43.100000;0.00;69.87;4308.50
43.110000;0.00;69.87;4309.77
43.120000;0.00;69.87;4310.66
43.130000;0.00;69.87;4311.95
43.140000;0.00;69.87;4312.97
43.150000;0.00;69.87;4313.46
43.160000;0.00;69.87;4315.07
43.170000;0.00;69.87;4315.38
43.180000;0.00;69.87;4317.03
43.190000;0.00;69.87;4318.10
43.200000;0.00;69.87;4318.55
43.210000;0.00;69.87;4319.32
43.220000;0.00;69.87;4320.78
43.230000;0.00;69.87;4321.98
43.240000;0.00;69.87;4322.96
43.250000;0.00;69.87;4323.84
43.260000;0.00;69.87;4324.32
43.270000;0.00;69.87;4325.83
43.280000;0.00;69.87;4327.08
43.290000;0.00;69.87;4327.50
43.300000;0.00;69.87;4328.85
43.310000;0.00;69.87;4329.81
43.320000;0.00;69.87;4330.69
43.330000;0.00;69.87;4331.44
43.340000;0.00;69.87;4333.06
43.350000;0.00;69.87;4333.27
43.360000;0.00;69.87;4334.71
43.370000;0.00;69.87;4336.15
43.380000;0.00;69.87;4336.24
43.390000;0.00;69.87;4337.77
43.400000;0.00;69.87;4338.37
43.410000;0.00;69.87;4339.30
43.420000;0.00;69.86;4340.94
43.430000;0.00;69.86;4342.08
43.440000;0.00;69.86;4342.93
43.450000;0.00;69.86;4343.68
43.460000;0.00;69.86;4344.38
43.470000;0.00;69.86;4345.60
43.480000;0.00;69.86;4346.82
43.490000;0.00;69.86;4347.27
43.500000;0.00;69.86;4348.37
43.510000;0.00;69.86;4349.95
43.520000;0.00;69.86;4351.00
43.530000;0.00;69.86;4351.80
43.540000;0.00;69.86;4352.68
43.550000;0.00;69.86;4354.16
43.560000;0.00;69.86;4355.15
43.570000;0.00;69.86;4355.76
43.580000;0.00;69.86;4356.90
43.590000;0.00;69.86;4357.70
43.600000;0.00;69.86;4359.09
43.610000;0.00;69.86;4359.93
43.620000;0.00;69.86;4360.73
43.630000;0.00;69.86;4361.63
43.640000;0.00;69.86;4362.72
43.650000;0.00;69.86;4363.99
43.660000;0.00;69.86;4364.38
43.670000;0.00;69.86;4366.10
43.680000;0.00;69.86;4366.84
43.690000;0.00;69.86;4367.53
43.700000;0.00;69.86;4368.22
43.710000;0.00;69.86;4369.87
43.720000;0.00;69.86;4371.12
43.730000;0.00;69.86;4371.74
43.740000;0.00;69.86;4373.01
43.750000;0.00;69.86;4373.54
43.760000;0.00;69.86;4374.57
43.770000;0.00;69.86;4375.32
43.780000;0.00;69.86;4376.85
43.790000;0.00;69.86;4377.51
43.800000;0.00;69.86;4378.45
43.810000;0.00;69.86;4379.58
43.820000;0.00;69.86;4381.16
43.830000;0.00;69.86;4382.02
43.840000;0.00;69.86;4382.80
43.850000;0.00;69.86;4383.31
43.860000;0.00;69.86;4384.91
43.870000;0.00;69.86;4385.70
43.880000;0.00;69.86;4386.48
43.890000;0.00;69.86;4388.15
43.900000;0.00;69.86;4389.08
43.910000;0.00;69.86;4389.23
43.920000;0.00;69.86;4390.33
43.930000;0.00;69.86;4392.01
43.940000;0.00;69.86;4392.99
43.950000;0.00;69.86;4393.73
43.960000;0.00;69.86;4394.67
43.970000;0.00;69.86;4395.21
43.980000;0.00;69.86;4397.05
43.990000;0.00;69.86;4397.35
44.000000;0.00;69.86;4398.71
44.010000;0.00;69.86;4399.86
44.020000;0.00;69.86;4400.28
44.030000;0.00;69.86;4402.03
44.040000;0.00;69.86;4402.20
44.050000;0.00;69.86;4404.04
44.060000;0.00;69.86;4405.00
44.070000;0.00;69.86;4405.59
44.080000;0.00;69.86;4406.44
44.090000;0.00;69.86;4407.67
44.100000;0.00;69.86;4409.01
44.110000;0.00;69.86;4409.70
44.120000;0.00;69.86;4410.43
44.130000;0.00;69.86;4411.92
44.140000;0.00;69.86;4412.34
44.150000;0.00;69.86;4414.03
44.160000;0.00;69.86;4414.89
44.170000;0.00;69.86;4415.51
44.180000;0.00;69.86;4417.13
44.190000;0.00;69.86;4417.63
44.200000;0.00;69.86;4418.56
44.210000;0.00;69.86;4419.24
44.220000;0.00;69.86;4420.87
44.230000;0.00;69.86;4421.64
44.240000;0.00;69.86;4422.76
44.250000;0.00;69.86;4423.44
44.260000;0.00;69.86;4424.75
44.270000;0.00;69.85;4425.92
44.280000;0.00;69.85;4426.33
44.290000;0.00;69.85;4427.24
44.300000;0.00;69.85;4428.35
44.310000;0.00;69.85;4429.95
44.320000;0.00;69.85;4430.80
44.330000;0.00;69.85;4431.60
44.340000;0.00;69.85;4432.28
44.350000;0.00;69.85;4433.90
44.360000;0.00;69.85;4434.76
44.370000;0.00;69.85;4435.49
44.380000;0.00;69.85;4436.60
44.390000;0.00;69.85;4437.91
44.400000;0.00;69.85;4438.99
44.410000;0.00;69.85;4439.29
44.420000;0.00;69.85;4440.29
44.430000;0.00;69.85;4441.65
44.440000;0.00;69.85;4442.96
44.450000;0.00;69.85;4443.72
44.460000;0.00;69.85;4444.58
44.470000;0.00;69.85;4445.29
44.480000;0.00;69.85;4447.11
44.490000;0.00;69.85;4447.72
44.500000;0.00;69.85;4448.66
44.510000;0.00;69.85;4449.91
44.520000;0.00;69.85;4450.88
44.530000;0.00;69.85;4451.93
44.540000;0.00;69.85;4452.18
44.550000;0.00;69.85;4453.65
44.560000;0.00;69.85;4454.33
44.570000;0.00;69.85;4455.23
44.580000;0.00;69.85;4456.48
44.590000;0.00;69.85;4457.74
44.600000;0.00;69.85;4458.47
44.610000;0.00;69.85;4459.72
44.620000;0.00;69.85;4461.05
44.630000;0.00;69.85;4462.02
44.640000;0.00;69.85;4462.91
44.650000;0.00;69.85;4463.66
44.660000;0.00;69.85;4464.42
44.670000;0.00;69.85;4465.57
44.680000;0.00;69.85;4467.00
44.690000;0.00;69.85;4467.24
44.700000;0.00;69.85;4468.45
44.710000;0.00;69.85;4469.77
44.720000;0.00;69.85;4470.36
44.730000;0.00;69.85;4471.65
44.740000;0.00;69.85;4472.26
44.750000;0.00;69.85;4474.12
44.760000;0.00;69.85;4475.00
44.770000;0.00;69.85;4475.84
44.780000;0.00;69.85;4476.53
44.790000;0.00;69.85;4477.79
44.800000;0.00;69.85;4478.50
44.810000;0.00;69.85;4479.25
44.820000;0.00;69.85;4481.12
44.830000;0.00;69.85;4481.60
44.840000;0.00;69.85;4482.65
44.850000;0.00;69.85;4483.55
44.860000;0.00;69.85;4484.32
44.870000;0.00;69.85;4485.50
44.880000;0.00;69.85;4486.20
44.890000;0.00;69.85;4487.65
44.900000;0.00;69.85;4488.32
44.910000;0.00;69.85;4489.71
44.920000;0.00;69.85;4490.22
44.930000;0.00;69.85;4491.62
44.940000;0.00;69.85;4493.17
44.950000;0.00;69.85;4493.86
44.960000;0.00;69.85;4494.96
44.970000;0.00;69.85;4495.57
44.980000;0.00;69.85;4496.87
44.990000;0.00;69.85;4497.32
45.000000;0.00;69.85;4498.72
45.010000;0.00;69.85;4499.53
45.020000;0.00;69.85;4500.55
45.030000;0.00;69.85;4501.77
45.040000;0.00;69.85;4502.94
45.050000;0.00;69.85;4503.23
45.060000;0.00;69.85;4504.70
45.070000;0.00;69.85;4505.84
45.080000;0.00;69.85;4506.30
45.090000;0.00;69.85;4508.11
45.100000;0.00;69.84;4508.60
45.110000;0.00;69.84;4509.37
45.120000;0.00;69.84;4510.77
45.130000;0.00;69.84;4511.88
45.140000;0.00;69.84;4513.06
45.150000;0.00;69.84;4514.03
45.160000;0.00;69.84;4514.99
45.170000;0.00;69.84;4515.60
45.180000;0.00;69.84;4516.52
45.190000;0.00;69.84;4517.65
45.200000;0.00;69.84;4519.03
45.210000;0.00;69.84;4520.05
45.220000;0.00;69.84;4520.19
45.230000;0.00;69.84;4521.28
45.240000;0.00;69.84;4522.88
45.250000;0.00;69.84;4524.03
45.260000;0.00;69.84;4525.15
45.270000;0.00;69.84;4525.97
45.280000;0.00;69.84;4526.53
45.290000;0.00;69.84;4527.32
45.300000;0.00;69.84;4528.20
45.310000;0.00;69.84;4530.08
45.320000;0.00;69.84;4530.30
45.330000;0.00;69.84;4532.11
45.340000;0.00;69.84;4532.86
45.350000;0.00;69.84;4533.83
45.360000;0.00;69.84;4535.00
45.370000;0.00;69.84;4535.24
45.380000;0.00;69.84;4536.74
45.390000;0.00;69.84;4537.74
45.400000;0.00;69.84;4538.62
45.410000;0.00;69.84;4539.64
45.420000;0.00;69.84;4540.43
45.430000;0.00;69.84;4541.21
45.440000;0.00;69.84;4542.78
45.450000;0.00;69.84;4544.11
45.460000;0.00;69.84;4544.96
45.470000;0.00;69.84;4545.77
45.480000;0.00;69.84;4546.22
45.490000;0.00;69.84;4547.50
45.500000;0.00;69.84;4548.69
45.510000;0.00;69.84;4550.06
45.520000;0.00;69.84;4551.09
45.530000;0.00;69.84;4551.75
45.540000;0.00;69.84;4553.13
45.550000;0.00;69.84;4553.42
45.560000;0.00;69.84;4554.38
45.570000;0.00;69.84;4555.30
45.580000;0.00;69.84;4556.94
45.590000;0.00;69.84;4557.69
45.600000;0.00;69.84;4558.86
