time;Unnamed
0.00000;0
0.01127;0
0.11232;1
0.12392;0
0.22485;1
0.23604;0
0.33812;1
0.34931;0
0.44939;1
0.46025;0
0.56100;1
0.57263;0
0.67410;1
0.68527;0
0.78637;1
0.79654;0
0.89756;1
0.90846;0
1.00886;1
1.01894;0
1.11912;1
1.12968;0
1.23156;1
1.24281;0
1.34433;1
1.35547;0
1.45721;1
1.46754;0
1.56762;1
1.57774;0
1.67939;1
1.69038;0
1.79120;1
1.80201;0
1.90347;1
1.91398;0
2.01574;1
2.02680;0
2.12761;1
2.13837;0
2.23861;1
