time;Unnamed
0.00000;0
0.50269;1
0.80345;0
1.30476;1
1.60602;0
2.10796;1
2.40937;0
2.91125;1
3.21309;0
3.71325;1
4.01437;0
4.51553;1
4.81582;0
5.31728;1
5.61933;0
6.12050;1
6.42117;0
6.92241;1
7.22364;0
7.72485;1
8.02665;0
