time;Unnamed
0.00000;0
0.01124;0
0.11236;1
0.12411;0
0.22558;1
0.23580;0
0.33661;1
0.34716;0
0.44852;1
0.46028;0
0.56121;1
0.57171;0
0.67244;1
0.68403;0
0.78499;1
0.79615;0
0.89771;1
0.90974;0
1.01117;1
1.02252;0
1.12336;1
1.13472;0
1.23561;1
1.24568;0
1.34665;1
1.35849;0
1.45875;1
1.46904;0
1.57049;1
1.58147;0
1.68236;1
1.69243;0
1.79256;1
1.80378;0
1.90551;1
1.91641;0
2.01652;1
2.02861;0
2.13054;1
2.14182;0
2.24266;1
